#Energy	dxy	dyz	dz2	dxz	dx2
-22.29093	0	0	0	0	0
-22.27993	0	0	0	0	0
-22.26993	0	0	0	0	0
-22.25893	0	0	0	0	0
-22.24793	0	0	0	0	0
-22.23693	0	0	0	0	0
-22.22593	0	0	0	0	0
-22.21593	0	0	0	0	0
-22.20493	0	0	0	0	0
-22.19393	0	0	0	0	0
-22.18293	0	0	0	0	0
-22.17193	0	0	0	0	0
-22.16193	0	0	0	0	0
-22.15093	0	0	0	0	0
-22.13993	0	0	0	0	0
-22.12893	0	0	0	0	0
-22.11893	0	0	0	0	0
-22.10793	0	0	0	0	0
-22.09693	0	0	0	0	0
-22.08593	0	0	0	0	0
-22.07493	0	0	0	0	0
-22.06493	0	0	0	0	0
-22.05393	0	0	0	0	0
-22.04293	0	0	0	0	0
-22.03193	0	0	0	0	0
-22.02093	0	0	0	0	0
-22.01093	0	0	0	0	0
-21.99993	0	0	0	0	0
-21.98893	0	0	0	0	0
-21.97793	0	0	0	0	0
-21.96693	0	0	0	0	0
-21.95693	0	0	0	0	0
-21.94593	0	0	0	0	0
-21.93493	0	0	0	0	0
-21.92393	0	0	0	0	0
-21.91393	0	0	0	0	0
-21.90293	0	0	0	0	0
-21.89193	0	0	0	0	0
-21.88093	0	0	0	0	0
-21.86993	0	0	0	0	0
-21.85993	0	0	0	0	0
-21.84893	0	0	0	0	0
-21.83793	0	0	0	0	0
-21.82693	0	0	0	0	0
-21.81593	0	0	1E-5	0	0
-21.80593	0	0	2E-5	0	0
-21.79493	0	0	6E-5	0	0
-21.78393	0	0	1.5E-4	0	0
-21.77293	0	0	3.7E-4	0	0
-21.76293	0	0	8.1E-4	0	0
-21.75193	0	0	0.00162	0	0
-21.74093	0	0	0.00296	0	0
-21.72993	0	0	0.00491	0	0
-21.71893	0	0	0.00743	0	0
-21.70893	0	0	0.01025	0	0
-21.69793	0	0	0.0129	0	0
-21.68693	0	0	0.0148	0	0
-21.67593	0	0	0.01548	0	0
-21.66493	0	0	0.01477	0	0
-21.65493	0	0	0.01284	0	0
-21.64393	0	0	0.01018	0	0
-21.63293	0	0	0.00736	0	0
-21.62193	0	0	0.00485	0	0
-21.61093	0	0	0.00291	0	0
-21.60093	0	0	0.0016	0	0
-21.58993	0	0	8E-4	0	0
-21.57893	0	0	3.6E-4	0	0
-21.56793	0	0	1.5E-4	0	0
-21.55793	0	0	6E-5	0	0
-21.54693	0	0	2E-5	0	0
-21.53593	0	0	1E-5	0	0
-21.52493	0	0	0	0	0
-21.51393	0	0	0	0	0
-21.50393	0	0	0	0	0
-21.49293	0	0	0	0	0
-21.48193	0	0	0	0	0
-21.47093	0	0	0	0	0
-21.45993	0	0	0	0	0
-21.44993	0	0	0	0	0
-21.43893	0	0	0	0	0
-21.42793	0	0	0	0	0
-21.41693	0	0	0	0	0
-21.40593	0	0	0	0	0
-21.39593	0	0	0	0	0
-21.38493	0	1E-5	0	1E-5	0
-21.37393	0	1E-5	0	1E-5	0
-21.36293	0	3E-5	0	3E-5	0
-21.35293	0	5E-5	0	4E-5	0
-21.34193	0	8E-5	0	7E-5	0
-21.33093	0	1.1E-4	0	1.1E-4	0
-21.31993	0	1.5E-4	0	1.5E-4	0
-21.30893	0	1.9E-4	0	1.8E-4	0
-21.29893	0	2.1E-4	0	2E-4	0
-21.28793	0	2.1E-4	0	2.1E-4	0
-21.27693	0	1.9E-4	0	2E-4	0
-21.26593	0	1.6E-4	0	1.7E-4	0
-21.25493	0	1.2E-4	0	1.3E-4	0
-21.24493	0	9E-5	0	9E-5	0
-21.23393	0	6E-5	0	6E-5	0
-21.22293	0	3E-5	0	4E-5	0
-21.21193	0	2E-5	0	2E-5	0
-21.20093	0	1E-5	0	1E-5	0
-21.19093	0	0	0	0	0
-21.17993	0	0	0	0	0
-21.16893	0	0	0	0	0
-21.15793	0	0	0	0	0
-21.14793	0	0	0	0	0
-21.13693	0	0	0	0	0
-21.12593	0	0	0	0	0
-21.11493	0	0	0	0	0
-21.10393	0	0	0	0	0
-21.09393	0	0	0	0	0
-21.08293	0	0	0	0	0
-21.07193	0	0	0	0	0
-21.06093	0	0	0	0	0
-21.04993	0	0	0	0	0
-21.03993	0	0	0	0	0
-21.02893	0	0	0	0	0
-21.01793	0	0	0	0	0
-21.00693	0	0	0	0	0
-20.99593	0	0	0	0	0
-20.98593	0	0	0	0	0
-20.97493	0	0	0	0	0
-20.96393	0	0	0	0	0
-20.95293	0	0	0	0	0
-20.94293	0	0	0	0	0
-20.93193	0	0	0	0	0
-20.92093	0	0	0	0	0
-20.90993	0	0	0	0	0
-20.89893	0	0	0	0	0
-20.88893	0	0	0	0	0
-20.87793	0	0	0	0	0
-20.86693	0	0	0	0	0
-20.85593	0	0	0	0	0
-20.84493	0	0	0	0	0
-20.83493	0	0	0	0	0
-20.82393	0	0	0	0	0
-20.81293	0	0	0	0	0
-20.80193	0	0	0	0	0
-20.79093	0	0	0	0	0
-20.78093	0	0	0	0	0
-20.76993	0	0	0	0	0
-20.75893	0	0	0	0	0
-20.74793	0	0	0	0	0
-20.73793	0	0	0	0	0
-20.72693	0	0	0	0	0
-20.71593	0	0	0	0	0
-20.70493	0	0	0	0	0
-20.69393	0	0	0	0	0
-20.68393	0	0	0	0	0
-20.67293	0	0	0	0	0
-20.66193	0	0	0	0	0
-20.65093	0	0	0	0	0
-20.63993	1E-5	0	0	0	1E-5
-20.62993	2E-5	0	0	0	4E-5
-20.61893	6E-5	0	0	0	1.1E-4
-20.60793	1.5E-4	0	0	0	2.9E-4
-20.59693	3.7E-4	0	0	0	7.1E-4
-20.58593	8.4E-4	0	0	0	0.00159
-20.57593	0.00171	0	0	0	0.00325
-20.56493	0.00318	0	0	0	0.00605
-20.55393	0.0054	0	0	0	0.01027
-20.54293	0.00836	0	0	0	0.0159
-20.53293	0.0118	0	0	0	0.02243
-20.52193	0.01518	0	0	0	0.02887
-20.51093	0.01781	0	0	0	0.03387
-20.49993	0.01905	0	0	0	0.03622
-20.48893	0.01858	0	0	0	0.03533
-20.47893	0.01652	0	0	0	0.03141
-20.46793	0.01339	0	0	0	0.02546
-20.45693	0.0099	0	0	0	0.01882
-20.44593	0.00667	0	0	0	0.01268
-20.43493	0.0041	0	0	0	0.00779
-20.42493	0.0023	0	0	0	0.00436
-20.41393	0.00117	0	0	0	0.00223
-20.40293	5.5E-4	0	0	0	0.00104
-20.39193	2.3E-4	0	0	0	4.4E-4
-20.38093	9E-5	0	0	0	1.7E-4
-20.37093	3E-5	0	0	0	6E-5
-20.35993	1E-5	0	0	0	2E-5
-20.34893	0	0	0	0	1E-5
-20.33793	0	0	0	0	0
-20.32793	0	0	0	0	0
-20.31693	0	0	0	0	0
-20.30593	0	0	0	0	0
-20.29493	0	0	0	0	0
-20.28393	0	0	0	0	0
-20.27393	0	0	0	0	0
-20.26293	1E-5	0	0	0	0
-20.25193	3E-5	0	0	0	1E-5
-20.24093	6E-5	0	0	0	3E-5
-20.22993	1.4E-4	0	0	0	6E-5
-20.21993	2.8E-4	0	0	0	1.2E-4
-20.20893	5.1E-4	0	0	0	2.1E-4
-20.19793	8.5E-4	0	0	0	3.6E-4
-20.18693	0.00128	0	0	0	5.4E-4
-20.17593	0.00178	0	0	0	7.5E-4
-20.16593	0.00224	0	0	0	9.4E-4
-20.15493	0.00258	0	0	0	0.00108
-20.14393	0.0027	0	0	0	0.00114
-20.13293	0.00258	0	0	0	0.00109
-20.12293	0.00225	0	0	0	9.5E-4
-20.11193	0.00179	0	0	0	7.5E-4
-20.10093	0.00129	0	0	0	5.4E-4
-20.08993	8.5E-4	0	0	0	3.6E-4
-20.07893	5.1E-4	0	0	0	2.2E-4
-20.06893	2.8E-4	0	0	0	1.2E-4
-20.05793	1.4E-4	0	0	0	6E-5
-20.04693	6E-5	0	0	0	3E-5
-20.03593	3E-5	0	0	0	1E-5
-20.02493	1E-5	0	0	0	0
-20.01493	0	0	0	0	0
-20.00393	0	0	0	0	0
-19.99293	0	0	0	0	0
-19.98193	0	0	0	0	0
-19.97093	0	0	0	0	0
-19.96093	0	0	0	0	0
-19.94993	0	0	0	0	0
-19.93893	0	0	0	0	0
-19.92793	0	0	0	0	0
-19.91793	0	0	0	0	0
-19.90693	0	0	0	0	0
-19.89593	0	0	0	0	0
-19.88493	0	0	0	0	0
-19.87393	0	0	0	0	0
-19.86393	0	0	0	0	0
-19.85293	0	0	0	0	0
-19.84193	0	0	0	0	0
-19.83093	0	0	0	0	0
-19.81993	0	0	0	0	0
-19.80993	0	0	0	0	0
-19.79893	0	0	0	0	0
-19.78793	0	0	0	0	0
-19.77693	0	0	0	0	0
-19.76593	0	0	0	0	0
-19.75593	0	0	0	0	0
-19.74493	0	0	0	0	0
-19.73393	0	0	0	0	0
-19.72293	0	0	0	0	0
-19.71293	0	0	0	0	0
-19.70193	0	0	0	0	0
-19.69093	0	0	0	0	0
-19.67993	0	0	0	0	0
-19.66893	0	0	0	0	0
-19.65893	0	0	0	0	0
-19.64793	0	0	0	0	0
-19.63693	0	0	0	0	0
-19.62593	0	0	0	0	0
-19.61493	0	0	0	0	0
-19.60493	0	0	0	0	0
-19.59393	0	0	0	0	0
-19.58293	0	0	0	0	0
-19.57193	0	0	0	0	0
-19.56093	0	0	0	0	0
-19.55093	0	0	0	0	0
-19.53993	0	0	0	0	0
-19.52893	0	0	0	0	0
-19.51793	0	0	0	0	0
-19.50793	0	0	0	0	0
-19.49693	0	0	0	0	0
-19.48593	0	0	0	0	0
-19.47493	0	0	0	0	0
-19.46393	0	0	0	0	0
-19.45393	0	0	0	0	0
-19.44293	0	0	0	0	0
-19.43193	0	0	0	0	0
-19.42093	0	0	0	0	0
-19.40993	0	0	0	0	0
-19.39993	0	0	0	0	0
-19.38893	0	0	0	0	0
-19.37793	0	0	0	0	0
-19.36693	0	0	0	0	0
-19.35593	0	0	0	0	0
-19.34593	0	0	0	0	0
-19.33493	0	0	0	0	0
-19.32393	0	0	0	0	0
-19.31293	0	0	0	0	0
-19.30293	0	0	0	0	0
-19.29193	0	0	0	0	0
-19.28093	0	0	0	0	0
-19.26993	0	0	0	0	0
-19.25893	0	0	0	0	0
-19.24893	0	0	0	0	0
-19.23793	0	0	0	0	0
-19.22693	0	0	0	0	0
-19.21593	0	0	0	0	0
-19.20493	0	0	0	0	0
-19.19493	0	0	0	0	0
-19.18393	0	0	0	0	0
-19.17293	0	0	0	0	0
-19.16193	0	0	0	0	0
-19.15093	0	0	0	0	0
-19.14093	0	0	0	0	0
-19.12993	0	0	0	0	0
-19.11893	0	0	0	0	0
-19.10793	0	0	0	0	0
-19.09793	0	1E-5	0	1E-5	0
-19.08693	0	1E-5	0	1E-5	0
-19.07593	0	2E-5	0	2E-5	0
-19.06493	0	3E-5	0	3E-5	0
-19.05393	0	4E-5	0	4E-5	0
-19.04393	0	5E-5	0	5E-5	0
-19.03293	0	6E-5	0	6E-5	0
-19.02193	0	6E-5	0	6E-5	0
-19.01093	0	5E-5	0	6E-5	0
-18.99993	0	4E-5	0	5E-5	0
-18.98993	0	3E-5	0	4E-5	0
-18.97893	0	2E-5	0	2E-5	0
-18.96793	0	1E-5	0	2E-5	0
-18.95693	0	1E-5	0	1E-5	0
-18.94593	0	0	0	0	0
-18.93593	0	0	0	0	0
-18.92493	0	0	0	0	0
-18.91393	0	0	0	0	0
-18.90293	0	0	1E-5	0	0
-18.89293	0	0	1E-5	0	0
-18.88193	0	0	1E-5	0	0
-18.87093	0	0	1E-5	0	0
-18.85993	0	0	1E-5	0	0
-18.84893	0	0	1E-5	0	0
-18.83893	0	0	1E-5	0	0
-18.82793	0	0	1E-5	0	0
-18.81693	0	0	1E-5	0	0
-18.80593	0	0	1E-5	0	0
-18.79493	0	0	2E-5	0	0
-18.78493	0	0	2E-5	0	0
-18.77393	0	0	3E-5	0	0
-18.76293	0	0	4E-5	0	0
-18.75193	0	0	5E-5	0	0
-18.74093	0	0	5E-5	0	0
-18.73093	0	0	5E-5	0	0
-18.71993	0	0	5E-5	0	0
-18.70893	0	0	4E-5	0	0
-18.69793	0	0	4E-5	0	0
-18.68793	0	0	3E-5	0	0
-18.67693	0	0	4E-5	0	0
-18.66593	0	0	4E-5	0	0
-18.65493	0	0	5E-5	0	0
-18.64393	0	0	5E-5	0	0
-18.63393	0	0	5E-5	0	0
-18.62293	0	0	5E-5	0	0
-18.61193	0	0	4E-5	0	0
-18.60093	0	0	3E-5	0	0
-18.58993	0	0	2E-5	0	0
-18.57993	0	0	1E-5	0	0
-18.56893	0	0	1E-5	0	0
-18.55793	0	0	0	0	0
-18.54693	0	0	0	0	0
-18.53693	0	0	0	0	0
-18.52593	0	0	0	0	0
-18.51493	0	0	0	0	0
-18.50393	0	0	0	0	0
-18.49293	0	0	0	0	0
-18.48293	0	0	1E-5	0	0
-18.47193	0	0	1E-5	0	0
-18.46093	0	0	1E-5	0	1E-5
-18.44993	0	0	1E-5	0	1E-5
-18.43893	0	0	2E-5	0	1E-5
-18.42893	0	0	2E-5	0	1E-5
-18.41793	1E-5	0	2E-5	0	1E-5
-18.40693	1E-5	0	3E-5	0	1E-5
-18.39593	1E-5	0	3E-5	0	2E-5
-18.38493	1E-5	0	5E-5	0	2E-5
-18.37493	1E-5	0	9E-5	0	2E-5
-18.36393	1E-5	0	1.5E-4	0	3E-5
-18.35293	1E-5	0	2.8E-4	0	3E-5
-18.34193	1E-5	0	5E-4	0	3E-5
-18.33193	1E-5	0	8.6E-4	0	2E-5
-18.32093	1E-5	0	0.00136	0	2E-5
-18.30993	1E-5	0	0.00198	0	2E-5
-18.29893	1E-5	0	0.00265	0	1E-5
-18.28793	0	0	0.00324	0	1E-5
-18.27793	0	0	0.00363	0	0
-18.26693	0	0	0.00369	0	0
-18.25593	0	0	0.00344	0	0
-18.24493	0	0	0.00291	0	0
-18.23393	0	0	0.00225	0	0
-18.22393	0	0	0.00159	0	0
-18.21293	0	0	0.00102	0	0
-18.20193	0	0	6E-4	0	0
-18.19093	0	0	3.2E-4	0	0
-18.17993	0	0	1.6E-4	0	0
-18.16993	0	0	7E-5	0	0
-18.15893	0	0	3E-5	0	0
-18.14793	0	0	1E-5	0	0
-18.13693	0	0	0	0	0
-18.12693	0	0	0	0	0
-18.11593	0	0	0	0	0
-18.10493	0	0	1E-5	0	0
-18.09393	0	0	2E-5	0	0
-18.08293	0	0	4E-5	0	0
-18.07293	0	0	7E-5	0	0
-18.06193	0	0	1.3E-4	0	0
-18.05093	0	0	2.3E-4	0	1E-5
-18.03993	1E-5	0	3.7E-4	0	2E-5
-18.02893	2E-5	0	5.8E-4	0	4E-5
-18.01893	5E-5	0	8.6E-4	0	1E-4
-18.00793	1.2E-4	0	0.00126	0	2.3E-4
-17.99693	2.5E-4	1E-5	0.00181	1E-5	4.7E-4
-17.98593	4.7E-4	2E-5	0.0026	1E-5	8.9E-4
-17.97493	8.4E-4	3E-5	0.00373	2E-5	0.00156
-17.96493	0.00137	4E-5	0.00525	4E-5	0.00256
-17.95393	0.00208	5E-5	0.0071	5E-5	0.00389
-17.94293	0.00296	7E-5	0.00908	7E-5	0.00551
-17.93193	0.00392	8E-5	0.01088	8E-5	0.00729
-17.92193	0.00485	9E-5	0.01212	9E-5	0.00902
-17.91093	0.00561	1E-4	0.01256	1E-4	0.01042
-17.89993	0.00606	9E-5	0.01212	1E-4	0.01126
-17.88893	0.00612	8E-5	0.01094	9E-5	0.01137
-17.87793	0.00578	7E-5	0.00929	7E-5	0.01075
-17.86793	0.00512	6E-5	0.00747	6E-5	0.00952
-17.85693	0.00426	4E-5	0.00571	5E-5	0.00793
-17.84593	0.00334	3E-5	0.00419	3E-5	0.00623
-17.83493	0.00248	2E-5	0.00298	3E-5	0.00464
-17.82393	0.00175	2E-5	0.00213	2E-5	0.00328
-17.81393	0.00118	1E-5	0.00161	1E-5	0.00221
-17.80293	7.5E-4	1E-5	0.00139	1E-5	0.00142
-17.79193	4.6E-4	1E-5	0.0014	1E-5	8.7E-4
-17.78093	2.7E-4	0	0.00155	1E-5	5.1E-4
-17.76993	1.7E-4	0	0.00172	0	3.1E-4
-17.75993	1.2E-4	0	0.00185	0	2.1E-4
-17.74893	1E-4	0	0.00186	0	1.9E-4
-17.73793	1.2E-4	0	0.00176	0	2.1E-4
-17.72693	1.5E-4	0	0.00156	0	2.6E-4
-17.71693	1.8E-4	0	0.00131	0	3.2E-4
-17.70593	2.1E-4	0	0.00105	0	3.7E-4
-17.69493	2.3E-4	0	8.1E-4	0	4E-4
-17.68393	2.3E-4	0	6.1E-4	0	4E-4
-17.67293	2.1E-4	0	4.4E-4	0	3.7E-4
-17.66293	1.9E-4	0	3.2E-4	0	3.3E-4
-17.65193	1.6E-4	0	2.2E-4	0	2.8E-4
-17.64093	1.4E-4	0	1.6E-4	0	2.3E-4
-17.62993	1.2E-4	0	1.2E-4	0	2E-4
-17.61893	1E-4	0	1E-4	0	1.8E-4
-17.60893	1E-4	0	9E-5	0	1.7E-4
-17.59793	9E-5	0	9E-5	0	1.5E-4
-17.58693	8E-5	0	1E-4	0	1.4E-4
-17.57593	6E-5	0	1E-4	0	1.2E-4
-17.56493	5E-5	0	1E-4	0	1E-4
-17.55493	4E-5	1E-5	9E-5	1E-5	8E-5
-17.54393	3E-5	1E-5	8E-5	1E-5	6E-5
-17.53293	2E-5	1E-5	7E-5	1E-5	5E-5
-17.52193	2E-5	1E-5	5E-5	1E-5	4E-5
-17.51193	1E-5	1E-5	4E-5	1E-5	3E-5
-17.50093	1E-5	1E-5	3E-5	1E-5	2E-5
-17.48993	1E-5	0	2E-5	0	2E-5
-17.47893	0	0	2E-5	0	1E-5
-17.46793	0	0	2E-5	0	1E-5
-17.45793	0	0	2E-5	0	1E-5
-17.44693	0	0	2E-5	0	0
-17.43593	0	0	2E-5	0	1E-5
-17.42493	0	0	3E-5	0	1E-5
-17.41393	0	0	3E-5	0	1E-5
-17.40393	1E-5	0	4E-5	0	1E-5
-17.39293	1E-5	0	4E-5	0	1E-5
-17.38193	1E-5	0	4E-5	0	2E-5
-17.37093	1E-5	0	4E-5	0	2E-5
-17.35993	1E-5	0	4E-5	0	1E-5
-17.34993	0	0	4E-5	0	1E-5
-17.33893	0	0	4E-5	0	1E-5
-17.32793	0	0	3E-5	0	1E-5
-17.31693	0	0	3E-5	0	0
-17.30693	0	0	3E-5	0	0
-17.29593	0	0	3E-5	0	0
-17.28493	0	0	2E-5	0	0
-17.27393	0	0	2E-5	0	0
-17.26293	0	0	1E-5	0	0
-17.25293	0	0	1E-5	0	0
-17.24193	0	0	1E-5	0	0
-17.23093	0	0	0	0	0
-17.21993	0	0	0	0	0
-17.20893	0	0	0	0	0
-17.19893	0	0	0	0	0
-17.18793	0	0	0	0	0
-17.17693	0	0	0	0	0
-17.16593	0	0	0	0	0
-17.15493	0	0	0	0	0
-17.14493	0	0	0	0	0
-17.13393	0	0	0	0	0
-17.12293	0	0	0	0	0
-17.11193	0	0	0	0	0
-17.10193	0	0	0	0	0
-17.09093	0	0	0	0	0
-17.07993	0	0	0	0	0
-17.06893	0	0	0	0	0
-17.05793	0	0	0	0	0
-17.04793	0	0	0	0	0
-17.03693	0	0	0	0	0
-17.02593	0	0	0	0	0
-17.01493	0	0	0	0	0
-17.00393	0	0	0	0	0
-16.99393	0	0	0	0	0
-16.98293	0	0	0	0	0
-16.97193	0	0	0	0	0
-16.96093	0	0	0	0	0
-16.94993	0	0	0	0	0
-16.93993	0	0	0	0	0
-16.92893	0	0	0	0	0
-16.91793	0	0	0	0	0
-16.90693	0	0	0	0	0
-16.89693	0	0	0	0	0
-16.88593	0	0	0	0	0
-16.87493	0	0	0	0	0
-16.86393	0	0	0	0	0
-16.85293	0	0	0	0	0
-16.84293	0	0	0	0	0
-16.83193	0	0	0	0	0
-16.82093	0	0	0	0	0
-16.80993	0	0	0	0	0
-16.79893	0	0	0	0	0
-16.78893	0	0	0	0	0
-16.77793	0	0	0	0	0
-16.76693	0	0	0	0	0
-16.75593	0	0	0	0	0
-16.74493	0	0	0	0	0
-16.73493	0	0	0	0	0
-16.72393	0	0	0	0	0
-16.71293	0	0	0	0	0
-16.70193	0	0	0	0	0
-16.69193	0	0	0	0	0
-16.68093	0	0	0	0	0
-16.66993	0	0	0	0	0
-16.65893	0	0	0	0	0
-16.64793	0	0	0	0	0
-16.63793	0	0	0	0	0
-16.62693	0	0	0	0	0
-16.61593	0	0	0	0	0
-16.60493	0	0	0	0	0
-16.59393	0	0	0	0	0
-16.58393	0	0	0	0	0
-16.57293	0	0	0	0	0
-16.56193	0	0	0	0	0
-16.55093	0	0	0	0	0
-16.53993	0	0	0	0	0
-16.52993	0	0	0	0	0
-16.51893	0	0	0	0	0
-16.50793	0	0	0	0	0
-16.49693	0	0	0	0	0
-16.48693	0	0	0	0	0
-16.47593	0	0	0	0	0
-16.46493	0	0	0	0	0
-16.45393	0	0	0	0	0
-16.44293	0	0	0	0	0
-16.43293	0	0	0	0	0
-16.42193	0	0	0	0	0
-16.41093	0	0	0	0	0
-16.39993	0	0	0	0	0
-16.38893	0	0	0	0	0
-16.37893	0	0	0	0	0
-16.36793	0	0	0	0	0
-16.35693	0	0	0	0	0
-16.34593	0	0	0	0	0
-16.33493	0	0	0	0	0
-16.32493	0	0	0	0	0
-16.31393	0	0	0	0	0
-16.30293	0	0	0	0	0
-16.29193	0	0	0	0	0
-16.28193	0	0	0	0	0
-16.27093	0	0	0	0	0
-16.25993	0	0	0	0	0
-16.24893	0	0	0	0	0
-16.23793	0	0	0	0	0
-16.22793	0	0	0	0	0
-16.21693	0	0	0	0	0
-16.20593	0	0	0	0	0
-16.19493	0	0	0	0	0
-16.18393	0	0	0	0	0
-16.17393	0	0	0	0	0
-16.16293	0	0	0	0	0
-16.15193	0	0	0	0	0
-16.14093	0	0	0	0	0
-16.12993	0	0	0	0	0
-16.11993	0	0	0	0	0
-16.10893	0	0	0	0	0
-16.09793	0	0	0	0	0
-16.08693	0	0	0	0	0
-16.07693	0	0	0	0	0
-16.06593	0	0	0	0	0
-16.05493	0	0	0	0	0
-16.04393	0	0	0	0	0
-16.03293	0	0	0	0	0
-16.02293	0	0	0	0	0
-16.01193	0	0	0	0	0
-16.00093	0	0	0	0	0
-15.98993	0	0	0	0	0
-15.97893	0	0	0	0	0
-15.96893	0	0	0	0	0
-15.95793	0	0	0	0	0
-15.94693	0	0	0	0	0
-15.93593	0	0	0	0	0
-15.92493	0	0	0	0	0
-15.91493	0	0	0	0	0
-15.90393	0	0	0	0	0
-15.89293	0	0	0	0	0
-15.88193	0	0	0	0	0
-15.87193	0	0	0	0	0
-15.86093	0	0	0	0	0
-15.84993	0	0	0	0	0
-15.83893	0	0	0	0	0
-15.82793	0	0	0	0	0
-15.81793	0	0	0	0	0
-15.80693	0	0	1E-5	0	0
-15.79593	0	0	1E-5	0	0
-15.78493	0	0	1E-5	0	0
-15.77393	0	0	1E-5	0	0
-15.76393	0	0	1E-5	0	0
-15.75293	0	0	1E-5	0	0
-15.74193	0	0	1E-5	0	0
-15.73093	0	0	0	0	0
-15.71993	0	0	0	0	0
-15.70993	0	0	0	0	0
-15.69893	0	0	0	0	0
-15.68793	0	0	0	0	0
-15.67693	0	0	1E-5	0	0
-15.66693	0	0	3E-5	0	0
-15.65593	0	0	8E-5	0	0
-15.64493	0	0	2.2E-4	0	0
-15.63393	0	0	5.3E-4	0	0
-15.62293	0	0	0.00117	0	0
-15.61293	0	0	0.00235	0	0
-15.60193	0	0	0.00433	0	0
-15.59093	0	1E-5	0.00726	1E-5	0
-15.57993	0	2E-5	0.0111	2E-5	0
-15.56893	0	3E-5	0.01547	3E-5	0
-15.55893	0	6E-5	0.01966	6E-5	0
-15.54793	0	1E-4	0.02278	9E-5	0
-15.53693	0	1.4E-4	0.02407	1.4E-4	1E-5
-15.52593	1E-5	1.9E-4	0.02319	1.8E-4	2E-5
-15.51493	3E-5	2.3E-4	0.02037	2.3E-4	6E-5
-15.50493	9E-5	2.6E-4	0.01632	2.6E-4	1.8E-4
-15.49393	2.5E-4	2.6E-4	0.01192	2.6E-4	4.6E-4
-15.48293	5.9E-4	2.5E-4	0.00794	2.5E-4	0.00109
-15.47193	0.0013	2.1E-4	0.00483	2.1E-4	0.0024
-15.46193	0.0026	1.7E-4	0.00267	1.7E-4	0.0048
-15.45093	0.00475	1.3E-4	0.00135	1.3E-4	0.00876
-15.43993	0.00791	1E-4	6.3E-4	1E-4	0.01459
-15.42893	0.01201	8E-5	2.6E-4	8E-5	0.02216
-15.41793	0.01663	8E-5	1E-4	8E-5	0.03069
-15.40793	0.02101	8E-5	4E-5	8E-5	0.03876
-15.39693	0.02419	8E-5	2E-5	9E-5	0.04464
-15.38593	0.0254	9E-5	1E-5	9E-5	0.0469
-15.37493	0.02432	8E-5	0	8E-5	0.04493
-15.36393	0.02124	7E-5	0	7E-5	0.03928
-15.35393	0.01692	5E-5	0	6E-5	0.03135
-15.34293	0.01229	4E-5	0	4E-5	0.02287
-15.33193	0.00815	3E-5	0	3E-5	0.01527
